hash_name,cost_price,profit_rub,profit_percent
★ Hand Wraps | Duct Tape (Minimal Wear),8109,1113,14.000000000000002
UMP-45 | Wild Child (Minimal Wear),580,-58,-10.0
XM1014 | Entombed (Factory New),718,-28,-4.0
M4A1-S | Flashback (Field-Tested),54,3,6.0
AK-47 | Blue Laminate (Field-Tested),806,-23,-3.0
AUG | Random Access (Factory New),515,149,28.999999999999996
AK-47 | The Empress (Minimal Wear),3930,310,8.0
G3SG1 | Ancient Ritual (Field-Tested),231,60,26.0
MP7 | Tall Grass (Minimal Wear),250,24,10.0
P2000 | Panther Camo (Minimal Wear),260,50,19.0
StatTrak™ Glock-18 | Weasel (Well-Worn),97,26,27.0
SCAR-20 | Jungle Slipstream (Factory New),17,-1,-6.0
Sticker | saffee (Holo) | Paris 2023,378,91,24.0
SCAR-20 | Fragments (Factory New),23,1,4.0
Sealed Graffiti | Question Mark (Princess Pink),27,-13,-48.0
Brigadier General Pin,1001,-8,-1.0
P90 | Teardown (Factory New),85,-17,-20.0
Sir Bloody Miami Darryl | The Professionals,4221,198,5.0
StatTrak™ MP9 | Featherweight (Field-Tested),18,1,6.0
StatTrak™ M4A4 | Spider Lily (Field-Tested),528,113,21.0
StatTrak™ Sawed-Off | Devourer (Field-Tested),535,84,16.0
★ Falchion Knife | Forest DDPAT (Field-Tested),8266,758,9.0
StatTrak™ M249 | Downtown (Minimal Wear),180,5,3.0
R8 Revolver | Crazy 8 (Factory New),182,1,1.0
★ Falchion Knife | Scorched (Field-Tested),8394,1972,23.0
UMP-45 | Riot (Factory New),51,15,28.999999999999996
AWP | Snake Camo (Minimal Wear),8630,2662,31.0
AK-47 | Predator (Field-Tested),1133,85,8.0
StatTrak™ AK-47 | Uncharted (Battle-Scarred),149,-2,-1.0
Souvenir Nova | Green Apple (Factory New),757,-56,-7.000000000000001
★ Survival Knife | Boreal Forest (Field-Tested),8401,1495,18.0
★ Flip Knife | Tiger Tooth (Factory New),39294,4099,10.0
StatTrak™ M4A1-S | Golden Coil (Minimal Wear),17608,1411,8.0
AWP | Man-o'-war (Field-Tested),2629,155,6.0
Glock-18 | Wasteland Rebel (Minimal Wear),379,86,23.0
StatTrak™ MP9 | Food Chain (Well-Worn),221,22,10.0
★ Moto Gloves | Blood Pressure (Minimal Wear),35975,784,2.0
Canals Pin,166,-1,-1.0
M4A1-S | Flashback (Minimal Wear),97,0,0.0
StatTrak™ SSG 08 | Mainframe 001 (Minimal Wear),29,-3,-10.0
SSG 08 | Mainframe 001 (Factory New),28,-3,-11.0
StatTrak™ M4A1-S | Decimator (Minimal Wear),3996,244,6.0
M4A1-S | Bright Water (Minimal Wear),2141,302,14.000000000000002
StatTrak™ M4A1-S | Emphorosaur-S (Minimal Wear),495,117,24.0
★ Sport Gloves | Big Game (Minimal Wear),35230,2771,8.0
★ Ursus Knife,30693,-1104,-4.0
Operation Broken Fang Case,396,-11,-3.0
MP5-SD | Co-Processor (Factory New),80,2,3.0
PP-Bizon | Night Riot (Factory New),19,0,0.0
★ Hand Wraps | Spruce DDPAT (Field-Tested),7913,110,1.0
Nova | Hyper Beast (Minimal Wear),1617,-119,-7.000000000000001
StatTrak™ M249 | Downtown (Field-Tested),88,39,44.0
★ Shadow Daggers | Freehand (Factory New),10777,3146,28.999999999999996
★ Skeleton Knife | Stained (Field-Tested),38611,467,1.0
Sticker | arT | Katowice 2019,104,-1,-1.0
Glock-18 | Oxide Blaze (Factory New),26,3,12.0
StatTrak™ SG 553 | Dragon Tech (Field-Tested),91,-10,-11.0
StatTrak™ P2000 | Lifted Spirits (Well-Worn),14,-2,-14.000000000000002
StatTrak™ MP5-SD | Necro Jr. (Well-Worn),14,-1,-7.000000000000001
AWP | Desert Hydra (Factory New),246429,64030,26.0
StatTrak™ P250 | Cassette (Factory New),55,-5,-9.0
MAG-7 | SWAG-7 (Well-Worn),19,6,32.0
PP-Bizon | Judgement of Anubis (Factory New),831,44,5.0
P250 | Inferno (Battle-Scarred),40,-1,-3.0
StatTrak™ Negev | Lionfish (Field-Tested),48,4,8.0
Souvenir P250 | Gunsmoke (Minimal Wear),516,62,12.0
John 'Van Healen' Kask | SWAT,387,73,19.0
Blackwolf | Sabre,285,4,1.0
Nova | Toy Soldier (Field-Tested),52,-7,-13.0
Tec-9 | Avalanche (Battle-Scarred),53,2,4.0
Glock-18 | Weasel (Factory New),159,27,17.0
AUG | Arctic Wolf (Factory New),547,15,3.0
"Music Kit | Mateo Messina, For No Mankind",222,26,12.0
Desert Eagle | Heirloom (Minimal Wear),799,-89,-11.0
CZ75-Auto | Pole Position (Field-Tested),27,2,7.000000000000001
"Sticker | Spinx (Holo, Champion) | Paris 2023",40,-8,-20.0
Desert Eagle | Trigger Discipline (Battle-Scarred),21,1,5.0
Sticker | Virtus.pro (Holo) | 2020 RMR,33,-1,-3.0
Souvenir M4A4 | Urban DDPAT (Field-Tested),492,-41,-8.0
Sticker | Twistzz (Holo) | Antwerp 2022,928,2231,240.0
StatTrak™ Tec-9 | Fuel Injector (Field-Tested),493,26,5.0
Souvenir M4A4 | Tornado (Battle-Scarred),493,188,38.0
M4A1-S | Leaded Glass (Well-Worn),493,38,8.0
XM1014 | Slipstream (Factory New),20,-1,-5.0
StatTrak™ Galil AR | Eco (Well-Worn),458,55,12.0
CZ75-Auto | Eco (Minimal Wear),110,3,3.0
M249 | Nebula Crusader (Field-Tested),92,5,5.0
Community Sticker Capsule 1,331,62,19.0
M4A1-S | Player Two (Minimal Wear),3757,-3,-0.0
StatTrak™ MAC-10 | Disco Tech (Field-Tested),486,46,9.0
Dual Berettas | Balance (Field-Tested),115,-3,-3.0
StatTrak™ MP5-SD | Phosphor (Field-Tested),488,149,31.0
Souvenir FAMAS | Faulty Wiring (Well-Worn),14,19,136.0
StatTrak™ Desert Eagle | Printstream (Minimal Wear),7925,1204,15.0
Tec-9 | Rust Leaf (Factory New),1382,123,9.0
★ Stiletto Knife | Case Hardened (Field-Tested),28428,1536,5.0
AWP | Corticera (Minimal Wear),1033,230,22.0
MP9 | Mount Fuji (Factory New),560,135,24.0
Glock-18 | Snack Attack (Minimal Wear),527,27,5.0
M4A4 | Spider Lily (Factory New),1276,112,9.0
Sticker | s1mple (Foil) | Cologne 2016,16260,7146,44.0
Nova | Antique (Minimal Wear),921,102,11.0
StatTrak™ M4A1-S | Printstream (Field-Tested),21904,-696,-3.0
SSG 08 | Threat Detected (Minimal Wear),1401,59,4.0
AWP | Chromatic Aberration (Battle-Scarred),657,17,3.0
Glock-18 | Clear Polymer (Factory New),43,-1,-2.0
AK-47 | Black Laminate (Field-Tested),2507,813,32.0
Sticker | sh1ro (Glitter) | Antwerp 2022,36,0,0.0
StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested),108,-7,-6.0
★ Sport Gloves | Slingshot (Battle-Scarred),23435,2861,12.0
StatTrak™ Sawed-Off | Limelight (Factory New),474,193,41.0
FAMAS | Styx (Minimal Wear),488,23,5.0
StatTrak™ M4A4 | Spider Lily (Well-Worn),474,-13,-3.0
XM1014 | XOXO (Factory New),673,191,28.000000000000004
R8 Revolver | Bone Forged (Factory New),19,-3,-16.0
★ Karambit | Blue Steel (Well-Worn),55555,8523,15.0
Sticker | FaZe (Holo) | 2020 RMR,39,-5,-13.0
★ Driver Gloves | Snow Leopard (Field-Tested),44038,2899,7.000000000000001
Tec-9 | Brother (Well-Worn),27,-5,-19.0
G3SG1 | High Seas (Minimal Wear),108,-9,-8.0
AK-47 | Aquamarine Revenge (Factory New),7927,368,5.0
AWP | Exoskeleton (Factory New),724,94,13.0
AWP | Corticera (Field-Tested),1064,109,10.0
P2000 | Wicked Sick (Factory New),1393,114,8.0
AK-47 | Nightwish (Battle-Scarred),580,7,1.0
Glock-18 | Neo-Noir (Battle-Scarred),608,-50,-8.0
Glock-18 | Nuclear Garden (Well-Worn),460,164,36.0
★ M9 Bayonet | Forest DDPAT (Battle-Scarred),34518,7813,23.0
StatTrak™ PP-Bizon | High Roller (Field-Tested),444,16,4.0
AUG | Chameleon (Factory New),459,110,24.0
★ Classic Knife | Night Stripe (Field-Tested),12717,1939,15.0
M249 | Gator Mesh (Factory New),16,-4,-25.0
AK-47 | Head Shot (Factory New),10007,571,6.0
FAMAS | Commemoration (Field-Tested),1015,77,8.0
★ Flip Knife | Boreal Forest (Minimal Wear),14770,2807,19.0
USP-S | Stainless (Factory New),1694,130,8.0
Sticker | KSCERATO (Gold) | Paris 2023,523,22,4.0
"Sticker | ZywOo (Holo, Champion) | Paris 2023",218,-37,-17.0
Sticker | jabbi (Gold) | Paris 2023,400,81,20.0
StatTrak™ MAG-7 | SWAG-7 (Factory New),461,165,36.0
StatTrak™ Glock-18 | Wasteland Rebel (Battle-Scarred),1545,-12,-1.0
StatTrak™ AUG | Bengal Tiger (Well-Worn),854,133,16.0
MAC-10 | Nuclear Garden (Field-Tested),433,45,10.0
Tec-9 | Mummy's Rot (Factory New),291,85,28.999999999999996
P90 | Neoqueen (Factory New),176,49,28.000000000000004
★ Butterfly Knife | Autotronic (Minimal Wear),147424,4106,3.0
MP7 | Mischief (Minimal Wear),32,-3,-9.0
Sticker | DreamHack | Cluj-Napoca 2015,554,53,10.0
StatTrak™ XM1014 | Entombed (Well-Worn),443,130,28.999999999999996
StatTrak™ USP-S | Blood Tiger (Factory New),943,80,8.0
StatTrak™ SG 553 | Cyrex (Battle-Scarred),701,157,22.0
StatTrak™ M4A4 | Desert-Strike (Well-Worn),1714,6,0.0
Galil AR | Akoben (Factory New),43,5,12.0
M4A1-S | Control Panel (Minimal Wear),1937,49,3.0
MP9 | Ruby Poison Dart (Field-Tested),61,-14,-23.0
AUG | Spalted Wood (Field-Tested),267,-10,-4.0
P2000 | Imperial Dragon (Minimal Wear),416,-18,-4.0
StatTrak™ Dual Berettas | Flora Carnivora (Minimal Wear),201,25,12.0
Galil AR | Chromatic Aberration (Minimal Wear),272,6,2.0
Tec-9 | Hades (Well-Worn),1244,-121,-10.0
Sticker | karrigan (Foil) | Cologne 2015,664,663,100.0
Sticker | jks | Boston 2018,772,531,69.0
Sticker | Team EnVyUs | Cluj-Napoca 2015,173,13,8.0
Sawed-Off | Kiss♥Love (Battle-Scarred),187,38,20.0
Sticker | Gambit Gaming | Atlanta 2017,128,25,20.0
AWP | Wildfire (Minimal Wear),6829,-400,-6.0
Sticker | ANGE1 | London 2018,99,124,125.0
★ Bowie Knife | Doppler (Factory New),40852,846,2.0
StatTrak™ P250 | Valence (Field-Tested),24,3,12.0
StatTrak™ Negev | Man-o'-war (Minimal Wear),34,-3,-9.0
MAG-7 | Cobalt Core (Battle-Scarred),74,-6,-8.0
M4A1-S | Guardian (Battle-Scarred),2026,-91,-4.0
G3SG1 | Contractor (Field-Tested),181,463,256.0
FAMAS | Djinn (Minimal Wear),400,104,26.0
Autograph Capsule | Fnatic | Cluj-Napoca 2015,401,150,37.0
Negev | Phoenix Stencil (Minimal Wear),740,204,28.000000000000004
M4A4 | Global Offensive (Field-Tested),1340,89,7.000000000000001
Tec-9 | Re-Entry (Minimal Wear),43,-3,-7.000000000000001
StatTrak™ M4A4 | Temukau (Field-Tested),4336,807,19.0
StatTrak™ SG 553 | Dragon Tech (Factory New),412,60,15.0
StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear),412,16,4.0
FAMAS | Dark Water (Minimal Wear),927,127,14.000000000000002
AUG | Surveillance (Factory New),43,21,49.0
MP5-SD | Nitro (Minimal Wear),219,-27,-12.0
Galil AR | Eco (Minimal Wear),2473,181,7.000000000000001
Souvenir MAC-10 | Gold Brick (Battle-Scarred),944,-29,-3.0
CZ75-Auto | Indigo (Factory New),370,181,49.0
Souvenir Galil AR | Cold Fusion (Well-Worn),188,217,114.99999999999999
SSG 08 | Dragonfire (Factory New),1640,68,4.0
MP9 | Airlock (Field-Tested),153,76,50.0
MAG-7 | Praetorian (Well-Worn),192,51,27.0
MAC-10 | Commuter (Field-Tested),632,113,18.0
Galil AR | Winter Forest (Well-Worn),495,97,20.0
Autograph Capsule | Team Kinguin | Cologne 2015,478,-10,-2.0
Sticker | Goofy (Gold) | Paris 2023,500,71,14.000000000000002
Sticker | nafany (Gold) | Antwerp 2022,675,183,27.0
★ Butterfly Knife | Freehand (Minimal Wear),84010,5079,6.0
Sticker | autimatic (Foil) | Katowice 2019,921,110,12.0
Sticker | hutji (Foil) | London 2018,940,-61,-6.0
Sticker | S0tF1k (Foil) | London 2018,665,189,28.000000000000004
"Music Kit | Mord Fustang, Diamonds",246,-16,-7.000000000000001
MP7 | Scorched (Factory New),449,40,9.0
M4A1-S | Control Panel (Well-Worn),840,85,10.0
MP7 | Fade (Field-Tested),596,-27,-5.0
Souvenir Tec-9 | Remote Control (Battle-Scarred),1340,1013,76.0
Souvenir MP7 | Fade (Field-Tested),1680,34,2.0
Sticker | STYKO (Foil) | London 2018,1240,87,7.000000000000001
StatTrak™ MP7 | Impire (Factory New),718,58,8.0
Sticker | MAJ3R (Foil) | London 2018,485,136,28.000000000000004
AK-47 | Neon Rider (Minimal Wear),4803,-219,-5.0
StatTrak™ Galil AR | Rocket Pop (Factory New),1345,112,8.0
Sawed-Off | The Kraken (Minimal Wear),438,79,18.0
Nova | Rising Skull (Field-Tested),410,81,20.0
MAC-10 | Last Dive (Well-Worn),121,40,33.0
Glock-18 | Groundwater (Well-Worn),850,864,102.0
StatTrak™ Sawed-Off | Kiss♥Love (Factory New),2561,201,8.0
G3SG1 | Digital Mesh (Factory New),67,17,25.0
StatTrak™ MP7 | Neon Ply (Field-Tested),240,60,25.0
StatTrak™ AUG | Momentum (Minimal Wear),1230,105,9.0
StatTrak™ Glock-18 | Vogue (Field-Tested),470,7,1.0
★ StatTrak™ Nomad Knife,41707,2441,6.0
★ Bayonet | Fade (Factory New),87804,6958,8.0
StatTrak™ Desert Eagle | Conspiracy (Minimal Wear),1220,92,8.0
AWP | Redline (Minimal Wear),4790,379,8.0
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn),76,5,7.000000000000001
AK-47 | Rat Rod (Factory New),840,22,3.0
USP-S | Flashback (Minimal Wear),53,8,15.0
★ M9 Bayonet | Night (Minimal Wear),48848,2362,5.0
StatTrak™ Sawed-Off | Wasteland Princess (Factory New),1396,872,62.0
StatTrak™ PP-Bizon | Fuel Rod (Factory New),873,98,11.0
AK-47 | Cartel (Factory New),1904,175,9.0
AWP | Atheris (Well-Worn),164,28,17.0
★ Specialist Gloves | Buckshot (Battle-Scarred),5102,376,7.000000000000001
★ M9 Bayonet | Freehand (Minimal Wear),49891,6106,12.0
SCAR-20 | Grotto (Minimal Wear),22,-1,-5.0
AK-47 | Black Laminate (Factory New),14891,3352,23.0
Dual Berettas | Moon in Libra (Factory New),388,-21,-5.0
MP9 | Old Roots (Factory New),275,-4,-1.0
MAC-10 | Sienna Damask (Factory New),23,10,43.0
Negev | Phoenix Stencil (Factory New),753,46,6.0
SG 553 | Barricade (Factory New),373,33,9.0
FAMAS | Night Borre (Factory New),373,18,5.0
"StatTrak™ Music Kit | Sullivan King, Lock Me Up",95,-1,-1.0
MP7 | Guerrilla (Factory New),106,48,45.0
M4A1-S | Leaded Glass (Factory New),927,21,2.0
Galil AR | Connexion (Factory New),110,5,5.0
★ Moto Gloves | Transport (Well-Worn),5935,-69,-1.0
SG 553 | Triarch (Factory New),182,-14,-8.0
MP7 | Nemesis (Minimal Wear),535,4,1.0
CZ75-Auto | Tacticat (Factory New),107,5,5.0
Souvenir Glock-18 | Pink DDPAT (Field-Tested),281,79,28.000000000000004
XM1014 | Teclu Burner (Factory New),206,58,28.000000000000004
P90 | Chopper (Factory New),148,1,1.0
Desert Eagle | Kumicho Dragon (Field-Tested),1186,81,7.000000000000001
AWP | Mortis (Well-Worn),204,-14,-7.000000000000001
★ Flip Knife | Marble Fade (Factory New),50135,3725,7.000000000000001
P90 | Elite Build (Factory New),115,-20,-17.0
P250 | Muertos (Minimal Wear),393,49,12.0
M4A4 | Poly Mag (Factory New),50,3,6.0
Sticker | s1mple (Holo) | Antwerp 2022,1423,662,47.0
AK-47 | Elite Build (Factory New),405,19,5.0
USP-S | Black Lotus (Factory New),461,34,7.000000000000001
PP-Bizon | Lumen (Factory New),96,21,22.0
R8 Revolver | Nitro (Factory New),50,-5,-10.0
★ StatTrak™ Butterfly Knife | Fade (Factory New),269469,24153,9.0
MP5-SD | Liquidation (Factory New),36,32,89.0
StatTrak™ AUG | Plague (Battle-Scarred),65,7,11.0
AWP | The Prince (Field-Tested),239835,13827,6.0
StatTrak™ Glock-18 | Blue Fissure (Field-Tested),262,18,7.000000000000001
StatTrak™ P90 | Shallow Grave (Battle-Scarred),338,77,23.0
Sawed-Off | Amber Fade (Factory New),83,-10,-12.0
M4A4 | Bullet Rain (Minimal Wear),1351,260,19.0
★ Shadow Daggers | Black Laminate (Battle-Scarred),7439,1177,16.0
"StatTrak™ Music Kit | Dren, Gunman Taco Truck",1911,425,22.0
StatTrak™ Dual Berettas | Panther (Minimal Wear),379,72,19.0
SCAR-20 | Cardiac (Minimal Wear),379,18,5.0
★ Huntsman Knife | Bright Water (Battle-Scarred),10610,1986,19.0
M4A4 | In Living Color (Battle-Scarred),375,9,2.0
AWP | Lightning Strike (Factory New),49458,1983,4.0
Glock-18 | Nuclear Garden (Minimal Wear),526,44,8.0
M4A4 | Eye of Horus (Factory New),126415,35032,28.000000000000004
StatTrak™ P250 | Cassette (Minimal Wear),20,-2,-10.0
★ Falchion Knife | Night (Minimal Wear),13577,4013,30.0
StatTrak™ Negev | Ultralight (Factory New),55,2,4.0
Sticker | In The Fire (Foil),65,105,162.0
USP-S | Printstream (Well-Worn),2974,40,1.0
StatTrak™ Galil AR | Chromatic Aberration (Minimal Wear),768,95,12.0
StatTrak™ USP-S | Cortex (Minimal Wear),840,62,7.000000000000001
Souvenir USP-S | Desert Tactical (Minimal Wear),101,11,11.0
★ StatTrak™ Stiletto Knife | Urban Masked (Field-Tested),16241,10632,65.0
FAMAS | Hexane (Field-Tested),378,-80,-21.0
StatTrak™ M4A4 | Spider Lily (Factory New),4729,145,3.0
StatTrak™ FAMAS | Eye of Athena (Minimal Wear),1123,347,31.0
PP-Bizon | Cobalt Halftone (Minimal Wear),75,8,11.0
AK-47 | Neon Revolution (Minimal Wear),1999,145,7.000000000000001
MAC-10 | Pipe Down (Minimal Wear),62,-1,-2.0
Glock-18 | Moonrise (Battle-Scarred),26,6,23.0
Galil AR | Phoenix Blacklight (Factory New),4363,132,3.0
P2000 | Wicked Sick (Minimal Wear),596,131,22.0
StatTrak™ AWP | Atheris (Minimal Wear),1298,29,2.0
StatTrak™ SSG 08 | Necropos (Minimal Wear),104,18,17.0
Desert Eagle | Corinthian (Minimal Wear),40,0,0.0
StatTrak™ M249 | Nebula Crusader (Minimal Wear),378,213,56.00000000000001
StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear),412,72,17.0
M4A4 | Desolate Space (Field-Tested),474,-9,-2.0
Desert Eagle | Crimson Web (Field-Tested),474,67,14.000000000000002
P250 | Vino Primo (Minimal Wear),534,-30,-6.0
StatTrak™ FAMAS | Survivor Z (Minimal Wear),79,2,3.0
M4A4 | Griffin (Minimal Wear),228,-11,-5.0
Desert Eagle | Night (Minimal Wear),596,22,4.0
R8 Revolver | Banana Cannon (Battle-Scarred),29,-2,-7.000000000000001
StatTrak™ Sawed-Off | Spirit Board (Minimal Wear),30,-1,-3.0
★ Driver Gloves | Overtake (Battle-Scarred),6910,1,0.0
M4A4 | Desolate Space (Well-Worn),390,-5,-1.0
StatTrak™ P90 | Nostalgia (Well-Worn),772,251,33.0
★ Gut Knife | Lore (Well-Worn),16611,1098,7.000000000000001
StatTrak™ AWP | Capillary (Field-Tested),82,-10,-12.0
★ Talon Knife | Damascus Steel (Minimal Wear),37926,6296,17.0
SCAR-20 | Bloodsport (Field-Tested),196,47,24.0
StatTrak™ SG 553 | Cyberforce (Field-Tested),21,3,14.000000000000002
StatTrak™ AWP | Chromatic Aberration (Field-Tested),1537,142,9.0
M4A4 | Asiimov (Well-Worn),8266,127,2.0
★ Nomad Knife | Case Hardened (Battle-Scarred),21673,889,4.0
★ Skeleton Knife | Crimson Web (Field-Tested),83332,-4597,-6.0
AK-47 | Ice Coaled (Well-Worn),600,0,0.0
Sealed Graffiti | Chef Kiss (SWAT Blue),23,9,39.0
AWP | Black Nile (Battle-Scarred),196,7,4.0
Sealed Graffiti | Dizzy (Brick Red),16,6,38.0
★ Navaja Knife | Blue Steel (Well-Worn),7452,1224,16.0
StatTrak™ USP-S | Torque (Factory New),369,3,1.0
StatTrak™ SSG 08 | Ghost Crusader (Minimal Wear),365,81,22.0
Sealed Graffiti | Virtus.Pro | Krakow 2017,122,104,85.0
XM1014 | Entombed (Battle-Scarred),225,33,15.0
Galil AR | Tornado (Battle-Scarred),282,31,11.0
★ Talon Knife | Safari Mesh (Well-Worn),21531,4530,21.0
★ Moto Gloves | Boom! (Field-Tested),12410,1537,12.0
Sticker | PGL (Holo) | Stockholm 2021,100,-1,-1.0
StatTrak™ Galil AR | Connexion (Minimal Wear),134,14,10.0
Sealed Graffiti | Fire Serpent,115,12,10.0
Sticker | NiKo (Glitter) | Paris 2023,30,15,50.0
StatTrak™ Desert Eagle | Code Red (Minimal Wear),6638,993,15.0
StatTrak™ PP-Bizon | Space Cat (Well-Worn),58,1,2.0
★ Driver Gloves | Rezan the Red (Field-Tested),9546,-167,-2.0
Sealed Graffiti | Virtus.Pro | Boston 2018,93,30,32.0
★ Driver Gloves | Overtake (Well-Worn),7954,757,10.0
SCAR-20 | Crimson Web (Battle-Scarred),352,-9,-3.0
Galil AR | Blue Titanium (Factory New),348,19,5.0
M4A1-S | Mud-Spec (Factory New),105,-1,-1.0
StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred),81,98,121.0
XM1014 | Black Tie (Factory New),186,19,10.0
StatTrak™ MP9 | Sand Scale (Well-Worn),22,67,305.0
StatTrak™ AK-47 | Cartel (Field-Tested),2153,173,8.0
AK-47 | Frontside Misty (Minimal Wear),1887,144,8.0
R8 Revolver | Canal Spray (Well-Worn),74,68,92.0
Souvenir Glock-18 | Groundwater (Field-Tested),338,32,9.0
StatTrak™ Negev | dev_texture (Field-Tested),41,-5,-12.0
MAC-10 | Aloha (Field-Tested),234,-44,-19.0
★ StatTrak™ Ursus Knife | Scorched (Field-Tested),9715,2017,21.0
Sticker | Friendly Fire,49,23,47.0
StatTrak™ SG 553 | Aerial (Field-Tested),16,3,19.0
Sealed Graffiti | Guardian,27,-4,-15.0
"Music Kit | New Beat Fund, Sponge Fingerz",242,7,3.0
AUG | Radiation Hazard (Field-Tested),110,-9,-8.0
★ Navaja Knife | Stained (Field-Tested),7649,921,12.0
AWP | Hyper Beast (Factory New),8604,155,2.0
Souvenir Desert Eagle | Urban DDPAT (Field-Tested),80,14,17.0
Galil AR | Tornado (Minimal Wear),347,-44,-13.0
Glock-18 | Sacrifice (Minimal Wear),18,-1,-6.0
Glock-18 | Steel Disruption (Factory New),349,-8,-2.0
Five-SeveN | Angry Mob (Minimal Wear),447,58,13.0
Sawed-Off | Sage Spray (Field-Tested),17,5,28.999999999999996
G3SG1 | Keeping Tabs (Field-Tested),24,-2,-8.0
Sealed Graffiti | Question Mark (Wire Blue),16,0,0.0
Desert Eagle | Oxide Blaze (Field-Tested),16,3,19.0
★ StatTrak™ Talon Knife | Scorched (Field-Tested),22439,11388,51.0
Souvenir USP-S | Purple DDPAT (Minimal Wear),527,-16,-3.0
Glock-18 | Weasel (Battle-Scarred),22,7,32.0
Sticker | Woro2k (Holo) | Paris 2023,55,-5,-9.0
Sticker | Vitality (Foil) | Stockholm 2021,215,-13,-6.0
Sticker | Gutted,19,0,0.0
Sticker | Poorly Drawn Chicken,45,7,16.0
Sticker | Nemiga (Foil) | 2020 RMR,45,-8,-18.0
Sticker | AmaNEk (Foil) | Berlin 2019,28,14,50.0
Sticker | Misfits Gaming | Boston 2018,84,33,39.0
StatTrak™ Dual Berettas | Dualing Dragons (Battle-Scarred),39,7,18.0
Souvenir Glock-18 | Groundwater (Well-Worn),325,81,25.0
SSG 08 | Mayan Dreams (Field-Tested),324,-26,-8.0
StatTrak™ P90 | Off World (Minimal Wear),67,1,1.0
★ Shadow Daggers | Damascus Steel (Battle-Scarred),10162,4009,39.0
StatTrak™ M4A4 | Desert-Strike (Minimal Wear),1538,274,18.0
SSG 08 | Detour (Factory New),1347,-11,-1.0
P250 | Splash (Minimal Wear),1612,191,12.0
★ Talon Knife | Urban Masked (Field-Tested),22730,3064,13.0
★ Falchion Knife | Bright Water (Field-Tested),10799,1536,14.000000000000002
StatTrak™ SCAR-20 | Enforcer (Battle-Scarred),57,-7,-12.0
StatTrak™ SG 553 | Phantom (Field-Tested),67,-4,-6.0
D Squadron Officer | NZSAS,1637,24,1.0
StatTrak™ Glock-18 | Clear Polymer (Minimal Wear),53,-5,-9.0
StatTrak™ MAC-10 | Disco Tech (Battle-Scarred),331,21,6.0
XM1014 | Tranquility (Field-Tested),434,75,17.0
StatTrak™ UMP-45 | Primal Saber (Battle-Scarred),331,32,10.0
Souvenir AWP | Black Nile (Minimal Wear),1299,80,6.0
StatTrak™ AWP | Worm God (Field-Tested),326,35,11.0
Sticker | Team Spirit (Foil) | Stockholm 2021,390,-2,-1.0
Sticker | HooXi (Gold) | Paris 2023,939,-89,-9.0
Sticker | Ax1Le (Holo) | Antwerp 2022,783,14,2.0
Five-SeveN | Buddy (Minimal Wear),78,-7,-9.0
MP9 | Hydra (Battle-Scarred),320,-14,-4.0
Tec-9 | Remote Control (Minimal Wear),319,49,15.0
Souvenir Five-SeveN | Hot Shot (Minimal Wear),406,246,61.0
StatTrak™ Initiators Music Kit Box,504,313,62.0
Souvenir Sawed-Off | Amber Fade (Factory New),425,110,26.0
Souvenir SG 553 | Damascus Steel (Battle-Scarred),457,121,26.0
Souvenir Nova | Polar Mesh (Well-Worn),40,37,93.0
FAMAS | Pulse (Field-Tested),492,78,16.0
Dual Berettas | Cobalt Quartz (Field-Tested),15,5,33.0
★ M9 Bayonet | Blue Steel (Battle-Scarred),49864,7333,15.0
Souvenir AUG | Carved Jade (Minimal Wear),671,150,22.0
G3SG1 | Flux (Field-Tested),500,-8,-2.0
Souvenir Tec-9 | Red Quartz (Field-Tested),786,-55,-7.000000000000001
Negev | Infrastructure (Factory New),878,160,18.0
Galil AR | Sugar Rush (Field-Tested),3446,648,19.0
AUG | Ricochet (Factory New),66,-5,-8.0
Sticker | Zeused,21,-3,-14.000000000000002
Sticker | PAC AI,28,-3,-11.0
CZ75-Auto | Vendetta (Field-Tested),44,-8,-18.0
SG 553 | Candy Apple (Factory New),619,4,1.0
Sticker | sdy | Katowice 2019,93,12,13.0
Sticker | Team Spirit (Holo) | Antwerp 2022,528,-2,-0.0
Sticker | Web Stuck (Holo),66,-6,-9.0
Sticker | Aleksib (Holo) | Paris 2023,30,-1,-3.0
Sticker | Brollan (Holo) | Paris 2023,31,-5,-16.0
M4A1-S | Atomic Alloy (Minimal Wear),3855,75,2.0
Souvenir MP5-SD | Oxide Oasis (Minimal Wear),1853,1144,62.0
UMP-45 | Gold Bismuth (Minimal Wear),310,17,5.0
Souvenir MAC-10 | Urban DDPAT (Minimal Wear),39,9,23.0
★ StatTrak™ Ursus Knife,25067,9099,36.0
★ Bayonet | Ultraviolet (Field-Tested),20799,2155,10.0
Souvenir MAC-10 | Indigo (Minimal Wear),314,112,36.0
FAMAS | ZX Spectron (Minimal Wear),210,2,1.0
Galil AR | Vandal (Battle-Scarred),35,-4,-11.0
Sticker | drop (Holo) | Paris 2023,1037,-60,-6.0
StatTrak™ MP7 | Abyssal Apparition (Field-Tested),235,21,9.0
