hash_name,cost_price,profit_rub,profit_percent
Nova | Green Apple (Minimal Wear),953,12,1.0
Patch | Metal Supreme Master,100,13,13.0
Tec-9 | Decimator (Field-Tested),753,68,9.0
SG 553 | Barricade (Field-Tested),304,-7,-2.0
M249 | Aztec (Factory New),176,63,36.0
AUG | Stymphalian (Factory New),565,10,2.0
SG 553 | Ultraviolet (Field-Tested),1338,172,13.0
P90 | Trigon (Field-Tested),744,68,9.0
FAMAS | Roll Cage (Battle-Scarred),203,31,15.0
CZ75-Auto | Yellow Jacket (Field-Tested),348,-2,-1.0
StatTrak™ G3SG1 | Dream Glade (Field-Tested),34,-2,-6.0
M4A4 | Hellfire (Factory New),5406,9,0.0
Glock-18 | Ramese's Reach (Field-Tested),840,136,16.0
P90 | Desert DDPAT (Well-Worn),40,0,0.0
MP7 | Powercore (Battle-Scarred),41,6,15.0
USP-S | Lead Conduit (Battle-Scarred),41,-3,-7.000000000000001
Sticker | FaNg (Holo) | Paris 2023,108,-14,-13.0
MAC-10 | Sakkaku (Well-Worn),55,20,36.0
★ Butterfly Knife | Lore (Field-Tested),128048,15051,12.0
★ StatTrak™ Butterfly Knife | Safari Mesh (Field-Tested),49932,5019,10.0
UMP-45 | Primal Saber (Battle-Scarred),170,25,15.0
M4A1-S | Basilisk (Factory New),989,117,12.0
AWP | Asiimov (Well-Worn),7724,661,9.0
PP-Bizon | Space Cat (Factory New),102,-12,-12.0
AWP | Neo-Noir (Minimal Wear),2100,-265,-13.0
Galil AR | Signal (Well-Worn),40,-2,-5.0
StatTrak™ AK-47 | The Empress (Field-Tested),6883,337,5.0
Souvenir Dual Berettas | Colony (Minimal Wear),71,100,141.0
MP9 | Sand Scale (Factory New),25,0,0.0
Glock-18 | Ramese's Reach (Battle-Scarred),637,19,3.0
SSG 08 | Azure Glyph (Well-Worn),16,-4,-25.0
MAG-7 | Firestarter (Minimal Wear),42,1,2.0
CZ75-Auto | Tuxedo (Battle-Scarred),42,7,17.0
AK-47 | Redline (Battle-Scarred),1205,-22,-2.0
Dual Berettas | Cobalt Quartz (Factory New),38,13,34.0
StatTrak™ MAG-7 | Insomnia (Factory New),107,11,10.0
Sawed-Off | Kiss♥Love (Field-Tested),240,56,23.0
StatTrak™ SCAR-20 | Poultrygeist (Well-Worn),14,4,28.999999999999996
StatTrak™ USP-S | Ticket to Hell (Factory New),932,-60,-6.0
StatTrak™ Five-SeveN | Scrawl (Factory New),150,13,9.0
Sticker | Toxic,34,-5,-15.0
G3SG1 | Dream Glade (Field-Tested),19,-1,-5.0
StatTrak™ M4A1-S | Night Terror (Field-Tested),260,19,7.000000000000001
MAG-7 | Foresight (Factory New),16,1,6.0
MAG-7 | Monster Call (Battle-Scarred),25,2,8.0
★ Flip Knife | Slaughter (Field-Tested),33875,4055,12.0
"Music Kit | Damjan Mravunac, The Talos Principle",280,68,24.0
StatTrak™ MAC-10 | Ensnared (Battle-Scarred),18,8,44.0
★ Paracord Knife | Forest DDPAT (Minimal Wear),9614,2106,22.0
Prof. Shahmat | Elite Crew,173,7,4.0
Tec-9 | VariCamo (Factory New),22,-1,-5.0
M4A4 | Urban DDPAT (Battle-Scarred),14,0,0.0
G3SG1 | Green Apple (Factory New),19,-4,-21.0
Desert Eagle | Ocean Drive (Battle-Scarred),1217,84,7.000000000000001
USP-S | The Traitor (Battle-Scarred),825,83,10.0
UMP-45 | Momentum (Field-Tested),254,30,12.0
Negev | Bulkhead (Factory New),14,-1,-7.000000000000001
★ Navaja Knife | Night Stripe (Field-Tested),7046,653,9.0
Sticker | Natus Vincere (Holo) | 2020 RMR,24,-1,-4.0
Nova | Army Sheen (Factory New),41,1,2.0
Souvenir SSG 08 | Hand Brake (Well-Worn),133,30,23.0
StatTrak™ Glock-18 | Warhawk (Field-Tested),28,-2,-7.000000000000001
Horizon Case,74,-5,-7.000000000000001
StatTrak™ AUG | Stymphalian (Factory New),1253,101,8.0
MAC-10 | Allure (Minimal Wear),58,-8,-14.000000000000002
P250 | Inferno (Field-Tested),50,-10,-20.0
M4A4 | Evil Daimyo (Factory New),379,18,5.0
Five-SeveN | Retrobution (Field-Tested),51,7,14.000000000000002
P90 | Vent Rush (Well-Worn),43,0,0.0
★ Survival Knife | Boreal Forest (Minimal Wear),9268,2867,31.0
USP-S | Flashback (Factory New),108,-12,-11.0
M4A1-S | Boreal Forest (Minimal Wear),25,-1,-4.0
SSG 08 | Jungle Dashed (Minimal Wear),41,8,20.0
StatTrak™ Glock-18 | Winterized (Minimal Wear),31,2,6.0
USP-S | Ticket to Hell (Minimal Wear),70,4,6.0
★ Paracord Knife | Safari Mesh (Field-Tested),8069,1304,16.0
★ Talon Knife | Slaughter (Factory New),71801,7797,11.0
P90 | Trigon (Minimal Wear),908,94,10.0
StatTrak™ MAC-10 | Ensnared (Minimal Wear),33,-4,-12.0
Paris 2023 Ancient Souvenir Package,222,24,11.0
Glock-18 | High Beam (Minimal Wear),34,-3,-9.0
★ Stiletto Knife | Night Stripe (Battle-Scarred),14187,2180,15.0
Anubis Collection Package,123,27,22.0
Tec-9 | Bamboo Forest (Field-Tested),188,14,7.000000000000001
SG 553 | Triarch (Field-Tested),29,3,10.0
Desert Eagle | Bronze Deco (Field-Tested),14,5,36.0
★ StatTrak™ Flip Knife | Freehand (Field-Tested),20833,6693,32.0
SG 553 | Damascus Steel (Well-Worn),63,-19,-30.0
SG 553 | Anodized Navy (Factory New),83,-16,-19.0
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested),948,63,7.000000000000001
G3SG1 | Scavenger (Field-Tested),36,-6,-17.0
Desert Eagle | Directive (Field-Tested),30,0,0.0
UMP-45 | Roadblock (Factory New),20,1,5.0
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New),20291,165,1.0
★ M9 Bayonet | Boreal Forest (Minimal Wear),40894,-6,-0.0
Galil AR | Shattered (Field-Tested),504,182,36.0
Desert Eagle | Conspiracy (Minimal Wear),419,56,13.0
Negev | dev_texture (Factory New),98,-14,-14.000000000000002
P250 | X-Ray (Minimal Wear),27,-2,-7.000000000000001
★ M9 Bayonet | Ultraviolet (Field-Tested),40636,1992,5.0
FAMAS | Survivor Z (Minimal Wear),28,0,0.0
StatTrak™ SCAR-20 | Fragments (Minimal Wear),40,-2,-5.0
Rio 2022 Dust II Souvenir Package,434,53,12.0
★ StatTrak™ Nomad Knife | Forest DDPAT (Field-Tested),12120,2140,18.0
★ Classic Knife | Night Stripe (Battle-Scarred),14187,2128,15.0
★ StatTrak™ Stiletto Knife | Damascus Steel (Field-Tested),22073,941,4.0
★ Ursus Knife | Boreal Forest (Field-Tested),9668,315,3.0
Dual Berettas | Stained (Factory New),39,10,26.0
AK-47 | Nightwish (Well-Worn),864,91,11.0
Glock-18 | Neo-Noir (Field-Tested),831,183,22.0
Sticker | Kawaii Killer Terrorist,65,-5,-8.0
M4A4 | Cyber Security (Factory New),3645,343,9.0
★ Driver Gloves | Black Tie (Minimal Wear),57425,1237,2.0
Sticker | Coiled Strike (Holo),119,0,0.0
Sticker | Summer (Foil) | Berlin 2019,127,158,124.0
★ Huntsman Knife | Freehand (Minimal Wear),15013,331,2.0
StatTrak™ AK-47 | Leet Museo (Factory New),13550,439,3.0
AK-47 | Phantom Disruptor (Well-Worn),493,-7,-1.0
P2000 | Corticera (Minimal Wear),566,204,36.0
★ Paracord Knife | Blue Steel (Battle-Scarred),12330,1487,12.0
StatTrak™ Tec-9 | Bamboozle (Field-Tested),40,8,20.0
FAMAS | Crypsis (Factory New),39,6,15.0
Souvenir PP-Bizon | Facility Sketch (Minimal Wear),67,-9,-13.0
AK-47 | Safety Net (Field-Tested),336,30,9.0
StatTrak™ AK-47 | Elite Build (Well-Worn),251,20,8.0
P2000 | Imperial Dragon (Battle-Scarred),359,28,8.0
StatTrak™ PP-Bizon | Space Cat (Factory New),232,14,6.0
XM1014 | Watchdog (Factory New),282,30,11.0
UMP-45 | Plastique (Battle-Scarred),38,-7,-18.0
Souvenir Negev | Bulkhead (Field-Tested),41,17,41.0
StatTrak™ Tec-9 | Jambiya (Field-Tested),38,15,39.0
StatTrak™ M4A4 | Poly Mag (Factory New),294,22,7.000000000000001
★ Shadow Daggers | Lore (Factory New),34410,8674,25.0
R8 Revolver | Night (Minimal Wear),38,-1,-3.0
StatTrak™ AWP | Exoskeleton (Field-Tested),401,96,24.0
AWP | Mortis (Field-Tested),138,6,4.0
USP-S | Guardian (Factory New),363,36,10.0
Sticker | SunPayus (Holo) | Paris 2023,200,-31,-15.0
StatTrak™ Nova | Windblown (Minimal Wear),50,7,14.000000000000002
Negev | Lionfish (Minimal Wear),42,9,21.0
★ Karambit | Doppler (Factory New),117607,3327,3.0
Sticker | TACO (Foil) | Berlin 2019,41,5,12.0
Sticker | NBK- | Boston 2018,52,5,10.0
Sticker | Just Trolling,43,57,133.0
Sticker | Flipsid3 Tactics (Holo) | MLG Columbus 2016,1924,381,20.0
M249 | Nebula Crusader (Minimal Wear),160,-19,-12.0
Galil AR | Cerberus (Factory New),5691,399,7.000000000000001
AK-47 | Safari Mesh (Factory New),284,31,11.0
Sticker | ZywOo (Glitter) | Rio 2022,56,15,27.0
Sticker | YEKINDAR (Holo) | Rio 2022,85,30,35.0
Sticker | Poorly Drawn Terrorist,29,10,34.0
Desert Eagle | Night Heist (Factory New),957,-68,-7.000000000000001
Sticker | Adepta Sororitas,29,3,10.0
AWP | Wildfire (Factory New),12114,882,7.000000000000001
Sticker | Lurker (Foil),349,156,45.0
StatTrak™ MAG-7 | SWAG-7 (Well-Worn),37,2,5.0
Sticker | Retake Expert (Holo),79,51,65.0
Sticker | Luminosity Gaming (Holo) | MLG Columbus 2016,13143,3101,24.0
Sticker | jabbi (Glitter) | Antwerp 2022,76,-10,-13.0
Stockholm 2021 Inferno Souvenir Package,298,63,21.0
Sticker | Lucky (Gold) | Berlin 2019,1962,4535,231.0
Sticker | Renegades | London 2018,31,22,71.0
★ Flip Knife | Night (Minimal Wear),20610,8270,40.0
Sticker | Team eBettle | Cologne 2015,645,528,82.0
Sticker | Team Liquid | Cologne 2016,569,-93,-16.0
Sticker | Llama Cannon,34,20,59.0
P250 | Wingshot (Minimal Wear),176,-6,-3.0
Galil AR | Crimson Tsunami (Factory New),230,9,4.0
Sticker | Kylar (Holo) | Paris 2023,99,-15,-15.0
Sticker | shalfey (Holo) | Antwerp 2022,39,10,26.0
Sticker | Hypnotic Surf K (Foil),332,67,20.0
Sticker | Tyranids Hive Tyrant (Holo),82,2,2.0
Sticker | Chaos Marine (Foil),335,70,21.0
SCAR-20 | Enforcer (Battle-Scarred),27,4,15.0
Negev | Lionfish (Field-Tested),23,-2,-9.0
SSG 08 | Abyss (Minimal Wear),81,-4,-5.0
Dual Berettas | Cobalt Quartz (Minimal Wear),20,0,0.0
AUG | Ricochet (Minimal Wear),21,4,19.0
SSG 08 | Jungle Dashed (Field-Tested),36,1,3.0
Sticker | hades (Holo) | Paris 2023,250,-40,-16.0
StatTrak™ Sawed-Off | Kiss♥Love (Well-Worn),392,70,18.0
Tec-9 | Bamboozle (Factory New),97,-2,-2.0
AWP | Neo-Noir (Field-Tested),1714,91,5.0
UMP-45 | Arctic Wolf (Minimal Wear),42,7,17.0
SCAR-20 | Green Marine (Minimal Wear),21,2,10.0
AWP | Silk Tiger (Factory New),21944,2271,10.0
★ Nomad Knife,46056,1792,4.0
Sealed Graffiti | Choke (SWAT Blue),32,-16,-50.0
M4A1-S | Flashback (Well-Worn),48,2,4.0
M4A1-S | Cyrex (Field-Tested),1484,41,3.0
Sealed Graffiti | Shooting Star Return,26,-1,-4.0
PP-Bizon | Cobalt Halftone (Field-Tested),71,-4,-6.0
StatTrak™ CZ75-Auto | Eco (Well-Worn),120,4,3.0
★ Gut Knife | Gamma Doppler (Factory New),25068,112,0.0
Sealed Graffiti | Ace,23,-1,-4.0
Sticker | hallzerk (Gold) | Paris 2023,190,27,14.000000000000002
★ Classic Knife | Forest DDPAT (Well-Worn),11036,10444,95.0
★ Bowie Knife | Slaughter (Minimal Wear),28455,1570,6.0
UMP-45 | Corporal (Field-Tested),25,-4,-16.0
Souvenir MP7 | Tall Grass (Factory New),36,4,11.0
MAG-7 | Popdog (Factory New),23,4,17.0
MP5-SD | Co-Processor (Well-Worn),35,-5,-14.000000000000002
StatTrak™ Sawed-Off | Zander (Field-Tested),28,-1,-4.0
Sealed Graffiti | Rice Bomb,22,3,14.000000000000002
UMP-45 | Wild Child (Factory New),1456,121,8.0
Glock-18 | Vogue (Field-Tested),243,23,9.0
Paris 2023 Contenders Autograph Capsule,20,3,15.0
R8 Revolver | Crazy 8 (Minimal Wear),78,-10,-13.0
★ Hand Wraps | CAUTION! (Field-Tested),17879,1976,11.0
Glock-18 | Bullet Queen (Field-Tested),556,-8,-1.0
Desert Eagle | Code Red (Field-Tested),1640,91,6.0
M4A1-S | Golden Coil (Field-Tested),4079,325,8.0
"Music Kit | Daniel Sadowski, Eye of the Dragon",114,19,17.0
★ Navaja Knife | Rust Coat (Battle-Scarred),6707,1058,16.0
FAMAS | Rapid Eye Movement (Well-Worn),104,-2,-2.0
Five-SeveN | Boost Protocol (Minimal Wear),134,10,7.000000000000001
FAMAS | Commemoration (Factory New),1978,61,3.0
★ StatTrak™ Ursus Knife | Crimson Web (Minimal Wear),39092,21692,55.00000000000001
Galil AR | Sandstorm (Field-Tested),70,16,23.0
P250 | Re.built (Factory New),27,3,11.0
"Music Kit | 3kliksphilip, Heading for the Source",51,-3,-6.0
G3SG1 | Digital Mesh (Field-Tested),41,-5,-12.0
StatTrak™ Tec-9 | Sandstorm (Field-Tested),35,-3,-9.0
M4A1-S | Nightmare (Well-Worn),581,-52,-9.0
★ StatTrak™ Flip Knife | Stained (Field-Tested),17371,3369,19.0
Perfect World Sticker Capsule 2,62,28,45.0
AUG | Syd Mead (Minimal Wear),295,7,2.0
Dragomir | Sabre Footsoldier,284,3,1.0
Souvenir M4A1-S | Mud-Spec (Factory New),960,339,35.0
StatTrak™ M249 | Deep Relief (Well-Worn),32,1,3.0
Tec-9 | Brother (Field-Tested),30,-1,-3.0
P90 | Facility Negative (Battle-Scarred),33,-5,-15.0
★ Butterfly Knife | Fade (Factory New),288615,15437,5.0
USP-S | Night Ops (Well-Worn),34,-5,-15.0
MAG-7 | Justice (Factory New),891,44,5.0
SSG 08 | Ghost Crusader (Field-Tested),34,-1,-3.0
P90 | Neoqueen (Field-Tested),43,15,35.0
M4A1-S | Emphorosaur-S (Factory New),313,24,8.0
★ StatTrak™ Flip Knife | Bright Water (Field-Tested),18679,7357,39.0
★ StatTrak™ Bayonet | Rust Coat (Battle-Scarred),21944,4155,19.0
★ Broken Fang Gloves | Unhinged (Field-Tested),5081,568,11.0
★ Flip Knife | Night (Well-Worn),15271,4401,28.999999999999996
CZ75-Auto | Polymer (Minimal Wear),15,2,13.0
"StatTrak™ Music Kit | Knock2, dashstar*",1829,137,7.000000000000001
StatTrak™ FAMAS | Meow 36 (Minimal Wear),29,0,0.0
Galil AR | Destroyer (Factory New),19,2,11.0
G3SG1 | Keeping Tabs (Minimal Wear),62,3,5.0
★ Butterfly Knife | Boreal Forest (Battle-Scarred),48102,6493,13.0
Souvenir MP9 | Setting Sun (Minimal Wear),1328,-119,-9.0
P250 | Wingshot (Factory New),338,49,14.000000000000002
AK-47 | Head Shot (Well-Worn),1260,65,5.0
Berlin 2019 Overpass Souvenir Package,603,259,43.0
USP-S | Kill Confirmed (Minimal Wear),5813,681,12.0
AK-47 | Case Hardened (Field-Tested),19688,1552,8.0
P90 | Desert DDPAT (Minimal Wear),41,-7,-17.0
AK-47 | Legion of Anubis (Factory New),1871,24,1.0
★ Nomad Knife | Forest DDPAT (Field-Tested),12026,989,8.0
Operation Breakout Weapon Case,457,-28,-6.0
Glock-18 | Bunsen Burner (Battle-Scarred),24,3,12.0
Sticker | G2 Esports (Glitter) | Paris 2023,22,-3,-14.000000000000002
UMP-45 | Momentum (Minimal Wear),363,22,6.0
AK-47 | Bloodsport (Field-Tested),6836,469,7.000000000000001
StatTrak™ MP9 | Food Chain (Minimal Wear),635,88,14.000000000000002
StatTrak™ M4A4 | Tooth Fairy (Factory New),1924,157,8.0
Desert Eagle | Kumicho Dragon (Minimal Wear),1816,16,1.0
Desert Eagle | Code Red (Well-Worn),1355,134,10.0
SG 553 | Cyrex (Field-Tested),342,41,12.0
"Music Kit | Juelz, Shooters",50,-7,-14.000000000000002
★ StatTrak™ Navaja Knife | Doppler (Factory New),21013,1540,7.000000000000001
M4A1-S | Dark Water (Minimal Wear),5538,418,8.0
★ Shadow Daggers | Gamma Doppler (Factory New),20013,2111,11.0
Sticker | No Time,15,11,73.0
★ Talon Knife | Forest DDPAT (Field-Tested),22872,1060,5.0
AWP | Capillary (Battle-Scarred),18,3,17.0
StatTrak™ MAC-10 | Rangeen (Field-Tested),30,-4,-13.0
R8 Revolver | Amber Fade (Factory New),127,-3,-2.0
Galil AR | Rocket Pop (Field-Tested),67,-4,-6.0
Five-SeveN | Case Hardened (Factory New),1917,143,7.000000000000001
Negev | Loudmouth (Field-Tested),46,-6,-13.0
Sticker | Mind Games (Holo),21,1,5.0
Sticker | NEOFRAG (Holo) | Paris 2023,39,-7,-18.0
★ Huntsman Knife | Lore (Minimal Wear),26707,6206,23.0
USP-S | Check Engine (Factory New),153,-9,-6.0
Souvenir Tec-9 | Toxic (Factory New),4553,131,3.0
Sawed-Off | Limelight (Minimal Wear),68,13,19.0
★ Specialist Gloves | Forest DDPAT (Field-Tested),9424,837,9.0
StatTrak™ Nova | Exo (Factory New),134,29,22.0
AWP | Phobos (Field-Tested),105,-8,-8.0
AUG | Aristocrat (Field-Tested),40,5,12.0
Five-SeveN | Berries And Cherries (Factory New),5962,306,5.0
SCAR-20 | Enforcer (Factory New),133,18,14.000000000000002
★ Ursus Knife | Blue Steel (Factory New),25474,877025,3443.0
M4A1-S | Nightmare (Battle-Scarred),528,29,5.0
MP7 | Motherboard (Factory New),14,-3,-21.0
Sawed-Off | Limelight (Field-Tested),32,7,22.0
Galil AR | Chromatic Aberration (Field-Tested),132,12,9.0
Sticker | steel | Krakow 2017,134,10,7.000000000000001
Sticker | GODSENT | Atlanta 2017,169,47,28.000000000000004
Sticker | Counter Logic Gaming (Holo) | Cologne 2016,3285,608,19.0
Sealed Graffiti | Clutch King,158,63,40.0
Sealed Graffiti | Chabo,47,9,19.0
AWP | Phobos (Factory New),149,4,3.0
Sticker | Kylar (Gold) | Paris 2023,417,35,8.0
StatTrak™ AWP | Duality (Minimal Wear),2425,215,9.0
StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred),71,5,7.000000000000001
StatTrak™ Tec-9 | Brother (Field-Tested),51,10,20.0
Sticker | Scavenger (Holo),53,11,21.0
P90 | Facility Negative (Field-Tested),35,-1,-3.0
Sticker | The Leader,46,9,20.0
Sticker | Cheongsam,53,47,89.0
StatTrak™ Glock-18 | Ironwork (Minimal Wear),85,13,15.0
PP-Bizon | Brass (Well-Worn),58,-7,-12.0
Sticker | electronic (Foil) | London 2018,729,204,28.000000000000004
★ Bowie Knife | Rust Coat (Battle-Scarred),9106,641,7.000000000000001
Sticker | Quantum Bellator Fire | Boston 2018,64,2,3.0
Sticker | acoR (Holo) | Rio 2022,49,14,28.999999999999996
Sticker | zorte (Gold) | Antwerp 2022,195,120,62.0
FAMAS | Rapid Eye Movement (Factory New),844,-87,-10.0
Sticker | Seeing Red,54,7,13.0
Sticker | Pink Jaggyfish,43,-2,-5.0
Tec-9 | Ice Cap (Minimal Wear),22,2,9.0
Sticker | rain | Krakow 2017,364,7,2.0
Sticker | Guardian Dragon (Foil),763,78,10.0
Sealed Graffiti | Crown,202,25,12.0
AUG | Aristocrat (Battle-Scarred),39,8,21.0
Sticker | qikert (Gold) | Antwerp 2022,342,38,11.0
PP-Bizon | Seabird (Minimal Wear),206,7,3.0
StatTrak™ M249 | Aztec (Field-Tested),94,41,44.0
Sticker | MIBR | Berlin 2019,38,10,26.0
Sticker | siuhy (Holo) | Paris 2023,223,-16,-7.000000000000001
Sticker | buster (Holo) | Stockholm 2021,38,10,26.0
Patch | El Pirata,137,1,1.0
Sticker | Space Marine (Holo),65,4,6.0
Tec-9 | Red Quartz (Minimal Wear),14,2,14.000000000000002
StatTrak™ PP-Bizon | Harvester (Field-Tested),16,7,44.0
StatTrak™ AK-47 | Redline (Minimal Wear),17480,1110,6.0
FAMAS | Djinn (Field-Tested),167,15,9.0
SG 553 | Bleached (Minimal Wear),40,-7,-17.0
P90 | Desert DDPAT (Field-Tested),39,-5,-13.0
StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),82,13,16.0
FAMAS | Meow 36 (Factory New),31,-3,-10.0
M249 | Predator (Minimal Wear),20,9,45.0
FAMAS | Teardown (Field-Tested),37,-6,-16.0
CZ75-Auto | Xiangliu (Field-Tested),623,185,30.0
★ Shadow Daggers | Slaughter (Minimal Wear),15840,689,4.0
★ Karambit | Safari Mesh (Battle-Scarred),37113,4487,12.0
MAC-10 | Neon Rider (Field-Tested),496,35,7.000000000000001
Sticker | oSee (Holo) | Paris 2023,66,-2,-3.0
★ Hand Wraps | Arboreal (Minimal Wear),9289,859,9.0
★ Falchion Knife | Tiger Tooth (Factory New),23008,3091,13.0
StatTrak™ M4A4 | Desolate Space (Minimal Wear),2825,83,3.0
StatTrak™ Five-SeveN | Triumvirate (Minimal Wear),483,-12,-2.0
StatTrak™ AK-47 | Orbit Mk01 (Field-Tested),2493,199,8.0
Nova | Gila (Factory New),93,6,6.0
StatTrak™ USP-S | Black Lotus (Field-Tested),226,1,0.0
MP9 | Food Chain (Battle-Scarred),127,4,3.0
★ Moto Gloves | 3rd Commando Company (Field-Tested),5962,172,3.0
Sealed Graffiti | Goofy (Jungle Green),16,-2,-12.0
Desert Eagle | Light Rail (Factory New),408,-31,-8.0
P90 | Facility Negative (Minimal Wear),66,-10,-15.0
AUG | Amber Slipstream (Minimal Wear),19,1,5.0
P90 | Chopper (Battle-Scarred),42,2,5.0
AK-47 | Vulcan (Minimal Wear),38888,-983,-3.0
Dual Berettas | Flora Carnivora (Well-Worn),40,18,45.0
StatTrak™ SG 553 | Ol' Rusty (Minimal Wear),21,0,0.0
StatTrak™ Tec-9 | Avalanche (Field-Tested),179,-5,-3.0
StatTrak™ SSG 08 | Ghost Crusader (Field-Tested),148,26,18.0
Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,1348,898,67.0
Desert Eagle | Corinthian (Factory New),65,-7,-11.0
M4A1-S | Emphorosaur-S (Battle-Scarred),69,-3,-4.0
Dual Berettas | Drift Wood (Battle-Scarred),175,33,19.0
AWP | Duality (Factory New),1748,96,5.0
StatTrak™ USP-S | Ticket to Hell (Field-Tested),148,55,37.0
StatTrak™ Desert Eagle | Trigger Discipline (Battle-Scarred),88,7,8.0
StatTrak™ Glock-18 | Off World (Minimal Wear),56,3,5.0
StatTrak™ CZ75-Auto | Tacticat (Minimal Wear),157,15,10.0
StatTrak™ AK-47 | The Empress (Well-Worn),5237,444,8.0
R8 Revolver | Llama Cannon (Field-Tested),191,-26,-14.000000000000002
StatTrak™ P90 | Neoqueen (Field-Tested),132,25,19.0
PP-Bizon | High Roller (Battle-Scarred),185,162,88.0
AK-47 | Emerald Pinstripe (Well-Worn),334,36,11.0
Sticker | Monte (Glitter) | Paris 2023,19,-2,-11.0
Sticker | Perfecto (Holo) | Stockholm 2021,20,-2,-10.0
★ Sport Gloves | Big Game (Well-Worn),18130,2283,13.0
StatTrak™ UMP-45 | Exposure (Minimal Wear),119,13,11.0
★ Shadow Daggers | Ultraviolet (Minimal Wear),9966,1669,17.0
★ Falchion Knife | Stained (Battle-Scarred),9620,680,7.000000000000001
Souvenir MAC-10 | Indigo (Field-Tested),92,25,27.0
SG 553 | Pulse (Minimal Wear),357,-24,-7.000000000000001
Sticker | History (Holo) | Paris 2023,133,-22,-17.0
Glock-18 | Ramese's Reach (Well-Worn),703,-34,-5.0
Galil AR | Signal (Field-Tested),38,-4,-11.0
P250 | Visions (Well-Worn),229,29,13.0
P250 | Black & Tan (Minimal Wear),1706,99,6.0
AWP | Capillary (Factory New),161,9,6.0
★ Talon Knife | Damascus Steel (Field-Tested),34824,373,1.0
StatTrak™ Negev | Bratatat (Minimal Wear),306,25,8.0
MP9 | Food Chain (Minimal Wear),256,-3,-1.0
MP5-SD | Co-Processor (Minimal Wear),63,-12,-19.0
StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear),1660,225,14.000000000000002
★ Butterfly Knife | Damascus Steel (Factory New),94172,11811,13.0
Sticker | Apeks (Glitter) | Paris 2023,30,-4,-13.0
Sticker | ENCE (Holo) | Paris 2023,50,-7,-14.000000000000002
XM1014 | Watchdog (Battle-Scarred),35,53,151.0
Sticker | sinnopsyy (Holo) | Antwerp 2022,37,9,24.0
★ Specialist Gloves | Lt. Commander (Field-Tested),16660,1101,7.000000000000001
StatTrak™ G3SG1 | Black Sand (Factory New),251,109,43.0
Desert Eagle | Urban Rubble (Minimal Wear),46,-8,-17.0
Sticker | n0rb3r7 (Holo) | Rio 2022,56,69,123.0
Patch | Team Liquid | Stockholm 2021,169,36,21.0
★ Butterfly Knife | Doppler (Minimal Wear),189022,-1806,-1.0
StatTrak™ UMP-45 | Scaffold (Well-Worn),213,22,10.0
StatTrak™ AWP | Fever Dream (Battle-Scarred),1592,32,2.0
★ Paracord Knife | Scorched (Field-Tested),8259,832,10.0
SSG 08 | Abyss (Well-Worn),15,3,20.0
Dual Berettas | Melondrama (Battle-Scarred),94,2,2.0
Glock-18 | Bullet Queen (Minimal Wear),1125,-9,-1.0
Vortigaunt Pin,390,94,24.0
Sustenance! Pin,392,162,41.0
Hydra Pin,328,-8,-2.0
Nova | Red Quartz (Factory New),528,37,7.000000000000001
StatTrak™ PP-Bizon | Runic (Minimal Wear),19,0,0.0
★ Talon Knife | Ultraviolet (Field-Tested),27086,5396,20.0
StatTrak™ M4A4 | Magnesium (Minimal Wear),169,-13,-8.0
StatTrak™ Sawed-Off | Kiss♥Love (Battle-Scarred),293,-22,-8.0
SCAR-20 | Torn (Minimal Wear),106,2,2.0
UMP-45 | Bone Pile (Minimal Wear),505,9,2.0
StatTrak™ XM1014 | Seasons (Well-Worn),222,79,36.0
"StatTrak™ Music Kit | The Verkkars & n0thing, Flashbang Dance",500,-13,-3.0
Souvenir USP-S | Purple DDPAT (Well-Worn),254,36,14.000000000000002
M4A4 | Spider Lily (Field-Tested),211,15,7.000000000000001
Patch | Mad Sushi,170,34,20.0
Vypa Sista of the Revolution | Guerrilla Warfare,1748,219,13.0
M4A4 | The Coalition (Minimal Wear),6436,515,8.0
StatTrak™ MP7 | Neon Ply (Battle-Scarred),238,-38,-16.0
Glock-18 | Bunsen Burner (Minimal Wear),40,3,7.000000000000001
Sticker | Sprout Esports (Holo) | Rio 2022,201,-7,-3.0
StatTrak™ R8 Revolver | Crazy 8 (Field-Tested),95,31,33.0
M249 | Jungle (Field-Tested),193,-17,-9.0
MAC-10 | Calf Skin (Factory New),34,2,6.0
MAG-7 | Heat (Minimal Wear),53,-2,-4.0
Sticker | Bad News Eagles (Gold) | Rio 2022,337,15,4.0
Chem-Haz Capitaine | Gendarmerie Nationale,867,68,8.0
P90 | Verdant Growth (Field-Tested),153,9,6.0
UMP-45 | Plastique (Minimal Wear),80,-13,-16.0
Tec-9 | Bamboozle (Minimal Wear),44,1,2.0
StatTrak™ G3SG1 | High Seas (Field-Tested),118,-1,-1.0
UMP-45 | Riot (Minimal Wear),22,4,18.0
Tec-9 | Jambiya (Battle-Scarred),40,0,0.0
StatTrak™ SSG 08 | Abyss (Field-Tested),64,3,5.0
Negev | Power Loader (Well-Worn),41,8,20.0
